id,category,subcategory,question,answer,keywords,audience,source_url,as_of
FIN-045,Eastern Caribbean Context,Regulators,Who regulates financial institutions here?,"The ECCB supervises the commercial banks. The Financial Services Regulatory Commission supervises credit unions, insurance companies and other non-bank institutions in Saint Kitts and in Nevis. The Eastern Caribbean Securities Regulatory Commission oversees the securities market.",regulator|eccb|fsrc|ecsrc|supervision,general,https://www.fsrc.kn/,2026-08-04
FIN-046,Eastern Caribbean Context,Small economy,How does living on a small island affect our money?,"Small island economies import most goods, so global prices and shipping costs feed straight into local prices. They also depend heavily on a few sectors like tourism. That makes personal emergency savings and diversified income especially valuable here.",small economy|imports|tourism|vulnerability|island,student,internal:aspire-financial-education,2026-08-04
FIN-047,Eastern Caribbean Context,Hurricanes and money,How should hurricane season affect my money planning?,"Build savings before the season, keep some cash accessible in case card systems go down, know your insurance coverage, and keep copies of important financial documents somewhere safe. Preparation is far cheaper than recovery.",hurricane|disaster|preparation|emergency fund|insurance,parent,internal:aspire-financial-education,2026-08-04
FIN-048,Eastern Caribbean Context,Remittances,What are remittances?,"Remittances are money sent home by family members living and working abroad. They are an important income source for many Caribbean households. Compare transfer fees and exchange rates, because they vary a lot between providers.",remittances|money transfer|diaspora|fees|abroad,parent,internal:aspire-financial-education,2026-08-04
FIN-049,Saving,What is saving,What does it mean to save money?,"Saving means keeping some of your money instead of spending all of it, so you can use it later for something bigger or for an emergency. Even small amounts add up if you do it regularly.",saving|save money|meaning|keep|set aside,child,internal:aspire-financial-education,2026-08-04
FIN-050,Saving,Why save,Why should I save money?,"Three reasons. To handle emergencies without panic, to afford bigger goals like a laptop or a trip, and to build wealth over time. Saving turns money you have now into choices you will have later.",why save|reasons|goals|emergency|future,child,internal:aspire-financial-education,2026-08-04
FIN-051,Saving,How much to save,How much of my money should I save?,"A simple starting rule is to save at least a tenth of everything you receive. If you get EC$50, save EC$5. Once that feels easy, push it higher. What matters most is that it happens every single time.",how much|10 percent|percentage|rule|allowance,child,internal:aspire-financial-education,2026-08-04
FIN-052,Saving,Pay yourself first,What does pay yourself first mean?,"It means you move money into savings the moment income arrives, before you start spending. If you wait to save whatever is left at the end, there is usually nothing left. Saving first makes it automatic.",pay yourself first|save first|habit|automatic|rule,student,internal:aspire-financial-education,2026-08-04
FIN-053,Saving,Automatic saving,What is the easiest way to save consistently?,Make it automatic. Set up a standing instruction so a fixed amount moves from your main account into savings on payday. Money you never see is money you never miss.,automatic|standing order|consistent|payday|habit,student,internal:aspire-financial-education,2026-08-04
FIN-054,Saving,Emergency fund,What is an emergency fund?,"An emergency fund is money set aside only for unexpected costs, like a medical bill, a broken appliance or a sudden loss of income. It is not for sales or holidays. Its whole job is to keep you out of debt when life goes wrong.",emergency fund|rainy day|unexpected|safety net|buffer,parent,internal:aspire-financial-education,2026-08-04
FIN-055,Saving,Emergency fund size,How big should an emergency fund be?,"Start with one month of essential expenses, then build toward three to six months. In an economy exposed to hurricanes and tourism swings, closer to six months is a sensible target for a household.",emergency fund|how much|three months|six months|target,parent,internal:aspire-financial-education,2026-08-04
FIN-056,Saving,Saving goals,How do I set a savings goal?,"Name the exact thing, the exact amount and the exact date. Then divide the amount by the number of weeks left. Wanting a EC$600 phone in six months means EC$25 a week. Vague goals fail, specific ones get funded.",savings goal|set goal|target|specific|plan,student,internal:aspire-financial-education,2026-08-04
FIN-057,Saving,Short vs long term,What is the difference between short-term and long-term saving?,"Short-term saving is for things within about a year, like a bike or school supplies, and should stay in a safe, accessible account. Long-term saving is for years away, like education or a home, and can be invested for higher growth.",short term|long term|time horizon|difference|accessible,student,internal:aspire-financial-education,2026-08-04
FIN-058,Saving,Where to keep savings,Where should I keep my savings?,"Not under a mattress. Money in a bank or credit union account is safer, earns interest and is harder to spend on impulse. In the ECCU, banks must pay at least the 2 percent minimum savings rate.",where to save|bank|credit union|mattress|interest,child,https://www.eccb-centralbank.org/,2025-07-01
FIN-059,Saving,Piggy bank,Is a piggy bank a good idea?,"For young children, yes, because it makes saving visible and physical. But money in a piggy bank earns nothing and can be lost or spent. Once the amount gets meaningful, move it into a real savings account.",piggy bank|jar|children|physical saving|move to bank,parent,internal:aspire-financial-education,2026-08-04
FIN-060,Saving,Three jars,What is the three jars method?,"You split every dollar you receive into three jars or envelopes: one for spending, one for saving and one for sharing or giving. It teaches children that money always has more than one job.",three jars|save spend share|method|children|envelopes,child,internal:aspire-financial-education,2026-08-04
FIN-061,Saving,Saving small amounts,Is it worth saving if I only have a few dollars?,"Yes, absolutely. Saving EC$5 a week is EC$260 a year. The amount matters less than the habit. People who save small amounts consistently end up far ahead of people who wait until they can save big amounts.",small amounts|worth it|habit|consistency|little,child,internal:aspire-financial-education,2026-08-04
FIN-062,Saving,Saving vs investing,What is the difference between saving and investing?,"Saving keeps your money safe and available, with modest interest. Investing puts money into things like shares or bonds that can grow more but can also fall in value. You save for soon, you invest for later.",saving vs investing|difference|risk|growth|when,student,internal:aspire-financial-education,2026-08-04
FIN-063,Saving,Windfalls,What should I do with unexpected money?,"Save most of it before you have time to plan a spending spree. A good split for a gift or bonus is most into savings, some toward a goal you already had, and a small amount to enjoy guilt free.",windfall|gift money|bonus|unexpected|split,student,internal:aspire-financial-education,2026-08-04
FIN-064,Saving,Saving temptation,How do I stop dipping into my savings?,"Keep savings in a separate account from spending money, ideally one without a linked card. Give the account a name that matches the goal. Add a rule that you must wait 48 hours before any withdrawal.",temptation|dipping|separate account|discipline|withdraw,student,internal:aspire-financial-education,2026-08-04
FIN-065,Saving,Sinking fund,What is a sinking fund?,"A sinking fund is money saved gradually for a known future expense, like school fees in September or Christmas in December. Instead of one painful bill, you spread it into small monthly amounts.",sinking fund|planned expense|school fees|christmas|spread cost,parent,internal:aspire-financial-education,2026-08-04
FIN-066,Saving,Saving for education,How should a family save for a child's education?,"Start as early as possible so compounding has time to work, save a fixed amount every month rather than occasional lump sums, keep it in a separate dedicated account, and increase the amount whenever household income rises.",education savings|university|school fees|children|plan,parent,internal:aspire-financial-education,2026-08-04
FIN-067,Saving,Sou-sou,What is a sou-sou or partner hand?,"It is a traditional rotating savings group where members contribute a fixed amount each week and take turns receiving the pot. It builds discipline through social commitment, but it pays no interest and depends entirely on trusting every member.",sou sou|partner hand|susu|rotating savings|traditional,general,internal:aspire-financial-education,2026-08-04
FIN-068,Saving,Sou-sou risks,Is a sou-sou safer than a bank account?,"No. A sou-sou is not regulated, not insured and not guaranteed. If a member stops paying or the organiser disappears, there is no formal recourse. It can be a useful discipline tool, but it should sit alongside a bank account, not replace it.",sou sou risk|safety|unregulated|trust|compare bank,general,internal:aspire-financial-education,2026-08-04
FIN-069,Saving,Fixed deposit,What is a fixed deposit?,"A fixed deposit is money locked with a bank for an agreed period, such as six or twelve months, in exchange for a higher interest rate. You give up access to the money during that time, so only lock away what you will not need.",fixed deposit|term deposit|cd|locked|higher interest,student,internal:aspire-financial-education,2026-08-04
FIN-070,Saving,ASPIRE savings link,How does my ASPIRE savings account fit into all this?,"Your ASPIRE account holds EC$500 of your grant in a savings account and earns interest while it sits there. It is a real head start, but it works best when you add your own deposits and keep learning the habits that grow it.",aspire|savings account|grant|500|head start,student,https://aspire.gov.kn/,2026-08-04
FIN-071,Saving,Tracking savings,How do I keep track of what I have saved?,"Check your account balance or passbook regularly, and keep a simple written record of each deposit and the goal it belongs to. Seeing the number climb is one of the strongest motivators there is.",track savings|balance|passbook|record|monitor,child,internal:aspire-financial-education,2026-08-04
FIN-072,Saving,Saving milestones,How do I stay motivated while saving for something far away?,"Break the target into milestones and celebrate each one. If the goal is EC$1,200, mark every EC$100. Draw a progress bar and colour it in. Progress you can see beats willpower you have to summon.",motivation|milestones|progress|long goal|stay on track,child,internal:aspire-financial-education,2026-08-04
FIN-073,Saving,Family saving,How can a whole family save together?,"Set one shared goal everyone can see, like a family trip or a new appliance. Put a chart on the fridge. Let children contribute small amounts and mark the progress. Shared goals make saving feel like teamwork rather than restriction.",family saving|together|shared goal|children|chart,parent,internal:aspire-financial-education,2026-08-04
FIN-074,Saving,Classroom activity,What is a good classroom activity for teaching saving?,"Run a six-week savings challenge with play money. Each student sets a goal, records weekly deposits, and faces one random surprise expense card mid-way. The surprise teaches why an emergency buffer matters far better than a lecture does.",classroom|activity|teaching|challenge|lesson plan,teacher,internal:aspire-financial-education,2026-08-04
FIN-075,Budgeting,What is a budget,What is a budget?,"A budget is a plan for your money. You write down what is coming in, what has to go out, and what is left. It is not about restricting yourself, it is about deciding where your money goes before it disappears.",budget|plan|meaning|definition|money plan,child,internal:aspire-financial-education,2026-08-04
FIN-076,Budgeting,Why budget,Why do I need a budget if I already know what I spend?,"Because almost nobody does. When people track spending for a month, the total for small purchases is usually far higher than they guessed. A budget replaces a feeling with a number.",why budget|tracking|surprise|small spending|awareness,student,internal:aspire-financial-education,2026-08-04
FIN-077,Budgeting,Needs vs wants,What is the difference between a need and a want?,"A need is something you must have to live and function, like food, water, shelter, school supplies and basic clothing. A want is something you would enjoy but could live without, like sweets, games and the newest phone.",needs|wants|difference|essential|priority,child,internal:aspire-financial-education,2026-08-04
FIN-078,Budgeting,Needs vs wants tricky,Is a phone a need or a want?,It depends on the situation. A basic phone for safety and school communication is close to a need. The newest model with the biggest storage is a want. Ask what job the item actually does before you decide.,phone|need or want|grey area|judgement|decide,student,internal:aspire-financial-education,2026-08-04
FIN-079,Budgeting,50 30 20,What is the 50/30/20 rule?,"You put roughly 50 percent of income toward needs, 30 percent toward wants and 20 percent toward saving and paying off debt. It is a starting template, not a law. Adjust the percentages to your reality.",50 30 20|rule|budget method|percentages|template,student,internal:aspire-financial-education,2026-08-04
FIN-080,Budgeting,Making a budget,How do I make my first budget?,"List your monthly income. List your fixed costs like rent and school fees. List your variable costs like food and transport. Subtract everything from income. Whatever remains is what you can save or spend freely. If the number is negative, something must change.",make a budget|first budget|steps|how to|income expenses,student,internal:aspire-financial-education,2026-08-04
FIN-081,Budgeting,Fixed vs variable,What is the difference between fixed and variable expenses?,"Fixed expenses are the same every month, like rent, insurance and a phone plan. Variable expenses change, like groceries, fuel and entertainment. Variable costs are usually where you have the most room to cut.",fixed expenses|variable expenses|difference|cut costs,student,internal:aspire-financial-education,2026-08-04
FIN-082,Budgeting,Tracking spending,How do I track my spending?,"Pick one method and stay with it for 30 days: a notes app, a small notebook, or your bank statement. Record every purchase, including the EC$3 ones. The goal is not judgement, it is data.",track spending|record|notebook|app|30 days,student,internal:aspire-financial-education,2026-08-04
FIN-083,Budgeting,Envelope method,What is the envelope method?,"You put cash for each spending category into a labelled envelope at the start of the month. When an envelope is empty, that category is done until next month. It works well because physical limits are harder to ignore than mental ones.",envelope method|cash|categories|limits|budgeting system,general,internal:aspire-financial-education,2026-08-04
FIN-084,Budgeting,Zero based,What is a zero-based budget?,Every dollar of income gets assigned a job until nothing is unassigned. Income minus all allocations equals zero. Savings and giving count as jobs. It stops money from drifting away unaccounted for.,zero based|assign every dollar|method|allocation,student,internal:aspire-financial-education,2026-08-04
FIN-085,Budgeting,Budget review,How often should I review my budget?,"Look at it weekly for the first two months while you are learning, then monthly. Also review it whenever your income or major expenses change. A budget you set once and never revisit stops being true.",review|how often|weekly|monthly|update,student,internal:aspire-financial-education,2026-08-04
FIN-086,Budgeting,Irregular income,How do I budget when my income changes every month?,"Budget on your lowest realistic month, not your best one. In strong months, move the extra into a buffer account and pay yourself a steady amount from it. This is essential for anyone in tourism, farming, fishing or freelance work.",irregular income|variable income|seasonal|freelance|buffer,parent,internal:aspire-financial-education,2026-08-04
FIN-087,Budgeting,Budget for teens,What should a teenager's budget include?,"Income from allowance or a part-time job, then categories for transport, phone data, food out, entertainment, gifts, savings, and giving. Even at small amounts, running these categories builds the exact skill you will need at 25.",teen budget|categories|allowance|part time job|practice,student,internal:aspire-financial-education,2026-08-04
FIN-088,Budgeting,Budget failure,What do I do if I blow my budget?,"Do not throw the whole plan out. Find which category overran, ask what triggered it, and adjust next month's numbers to be realistic. A budget that fails once has given you information, not a verdict.",overspend|failed budget|restart|adjust|mistake,student,internal:aspire-financial-education,2026-08-04
FIN-089,Budgeting,Cutting costs,What are the easiest ways to cut spending?,"Cancel subscriptions you do not use, cook instead of buying prepared food, compare prices before big purchases, plan trips to combine errands, and remove saved card details from shopping apps so buying takes effort.",cut costs|save money|reduce spending|tips|subscriptions,parent,internal:aspire-financial-education,2026-08-04
FIN-090,Budgeting,Household budget,How do I build a household budget?,"Combine all household income, list every fixed bill with its due date, estimate variable costs from three months of actual spending, then set savings as a fixed line item rather than an afterthought. Review it together as a family each month.",household budget|family|bills|due dates|together,parent,internal:aspire-financial-education,2026-08-04
FIN-091,Budgeting,Kids and budgeting,At what age can a child start budgeting?,"Around age five or six, using coins and a simple save, spend and share split. By eight or nine, children can plan for a goal several weeks away. By the teen years they can run a full monthly budget with real categories.",age|children|when to start|developmental|budgeting,parent,internal:aspire-financial-education,2026-08-04
FIN-092,Budgeting,Allowance,Should I give my child an allowance?,"An allowance gives children something to practise on, and practice is how money skills form. Give it on a predictable schedule, keep it consistent, and resist rescuing them when they overspend, because the small painless mistake now prevents the expensive one later.",allowance|pocket money|children|amount|practice,parent,internal:aspire-financial-education,2026-08-04
FIN-093,Budgeting,Allowance and chores,Should allowance be tied to chores?,Both approaches work. Tying it to chores teaches the link between effort and income. Keeping it separate treats basic chores as family duty and uses paid extra tasks for earning. Choose one and be consistent about it.,allowance chores|tie to work|earning|family duty,parent,internal:aspire-financial-education,2026-08-04
FIN-094,Budgeting,Teaching by example,What is the most effective way to teach children about money?,"Let them see you doing it. Talk out loud while comparing prices, show them the budget, explain why you said no to something. Children copy observed behaviour far more reliably than they follow instructions.",teaching|example|modelling|children|talk about money,parent,internal:aspire-financial-education,2026-08-04
FIN-095,Budgeting,Classroom budgeting,How can I teach budgeting in the classroom?,"Give each student a simulated monthly income and a fixed set of bills, then let them allocate the remainder. Halfway through, hand out random event cards such as a car repair or a bonus. The scramble to rebalance is where the learning happens.",classroom|budget simulation|activity|teaching|event cards,teacher,internal:aspire-financial-education,2026-08-04
FIN-096,Banking,What is a bank,What is a bank?,"A bank is a business that keeps your money safe, lets you deposit and withdraw it, pays you a little interest on savings, and lends money to people and businesses. It is safer than keeping cash at home.",bank|what is|meaning|safe|deposit,child,internal:aspire-financial-education,2026-08-04
FIN-097,Banking,How banks make money,How does a bank make money?,"A bank pays you a small interest rate on your deposits and charges a much higher rate to people borrowing. The difference between the two is called the spread, and it is the bank's main source of income, along with fees.",how banks profit|spread|interest|fees|business model,student,internal:aspire-financial-education,2026-08-04
FIN-098,Banking,Savings account,What is a savings account?,"A savings account holds money you do not need immediately and pays interest on the balance. In the ECCU, banks must pay at least the 2 percent minimum savings rate set by the ECCB.",savings account|interest|balance|minimum savings rate,general,https://www.eccb-centralbank.org/,2025-07-01
FIN-099,Banking,Chequing account,What is a chequing or current account?,"A chequing account is designed for frequent transactions like bills, card payments and salary deposits. It usually pays little or no interest but gives easy access. Many people use a chequing account for spending and a savings account for storing.",chequing|current account|transactions|difference|salary,student,internal:aspire-financial-education,2026-08-04
FIN-100,Banking,Deposit,What does it mean to deposit money?,"Depositing means putting money into your account. You can do it at a bank counter with a deposit slip, at some ATMs, or by having your salary paid in directly. Always keep the receipt.",deposit|put money in|deposit slip|receipt|how to,child,internal:aspire-financial-education,2026-08-04
FIN-101,Banking,Deposit slip,How do I fill out a deposit slip?,"Write the date, your account name and number, the amount in numbers and words, and sign it. Hand it to the teller with your money and check the stamped receipt matches the amount before you walk away.",deposit slip|fill out|teller|how to|form,child,internal:aspire-financial-education,2026-08-04
FIN-102,Banking,Withdrawal,What does it mean to withdraw money?,"Withdrawing means taking money out of your account, at a teller, an ATM or by transfer. Your balance drops by that amount. Only withdraw what you planned for, because withdrawals are where savings quietly leak away.",withdraw|take out|atm|balance|teller,child,internal:aspire-financial-education,2026-08-04
FIN-103,Banking,Balance,What is an account balance?,"Your balance is how much money is in the account right now. Check it before you spend, not after. Some transactions take a day or two to appear, so the available balance may differ from the total.",balance|how much|check|available|statement,child,internal:aspire-financial-education,2026-08-04
FIN-104,Banking,Bank statement,What is a bank statement and why should I read it?,"A statement is a periodic list of every transaction on your account. Read it to catch errors, spot fees you did not expect and detect fraud early. Many people lose money simply because they never look.",statement|transactions|review|fraud|fees,student,internal:aspire-financial-education,2026-08-04
FIN-105,Banking,Passbook,What is a passbook?,"A passbook is a small book the bank updates with every deposit, withdrawal and interest payment on your savings account. It gives you a physical record of your account history. Keep it somewhere safe and dry.",passbook|record book|savings|update|safe,child,internal:aspire-financial-education,2026-08-04
FIN-106,Banking,Opening an account,How do I open a bank account?,"You normally need valid photo identification, proof of your address, and for a child, a birth certificate plus a parent or guardian to sign. Requirements vary, so call the branch first to confirm exactly what to bring.",open account|requirements|id|documents|how to,parent,internal:aspire-financial-education,2026-08-04
FIN-107,Banking,Minor accounts,Can a child have their own bank account?,"Yes. Accounts for children are normally opened jointly with a parent or guardian, who signs and oversees the account until the child reaches adulthood. Through ASPIRE, eligible children in Saint Kitts and Nevis have an account opened for them.",child account|minor|joint|parent|guardian,parent,https://aspire.gov.kn/,2026-08-04
FIN-108,Banking,Banks in SKN,Which banks operate in Saint Kitts and Nevis?,"Licensed commercial banks include the St. Kitts-Nevis-Anguilla National Bank, The Bank of Nevis, Republic Bank and CIBC FirstCaribbean. There is also the Development Bank of Saint Kitts and Nevis, which focuses on student, housing and business lending.",banks|list|national bank|bank of nevis|republic bank,general,https://www.gov.kn/,2026-08-04
FIN-109,Banking,Development Bank,What does the Development Bank of Saint Kitts and Nevis do?,"It is a government development finance institution rather than a normal retail bank. It provides student loans, mortgages and financing for businesses and agriculture, supporting national development priorities.",development bank|dbskn|student loans|mortgages|business,student,https://www.gov.kn/,2026-08-04
FIN-110,Banking,Credit union,What is a credit union?,"A credit union is a financial cooperative owned by its members. Instead of outside shareholders, the members are the owners, they elect the board and they share in the surplus. Saint Kitts and Nevis has several, regulated by the Financial Services Regulatory Commission.",credit union|cooperative|member owned|difference|fsrc,general,https://www.fsrc.kn/,2026-08-04
FIN-111,Banking,Credit union vs bank,Should I use a credit union or a bank?,"A credit union is member-owned and often offers friendlier lending terms and a share in surpluses. A bank is shareholder-owned and typically has a bigger branch and technology network. Compare rates, fees and access, and remember many people use both.",credit union vs bank|compare|which one|choose|difference,general,https://www.fsrc.kn/,2026-08-04
FIN-112,Banking,Bank fees,What fees do banks charge?,"Common ones include monthly maintenance fees, ATM fees, below-minimum-balance fees, statement fees and charges for transfers. Ask for the full fee schedule when you open an account, because small recurring fees quietly eat into small balances.",fees|charges|maintenance|atm fee|schedule,student,internal:aspire-financial-education,2026-08-04
FIN-113,Banking,Minimum balance,What is a minimum balance requirement?,"Some accounts require you to keep a set amount in them, and charge a fee if you fall below it. Know your account's minimum, because a fee that is larger than your interest earned means the account is costing you money.",minimum balance|requirement|fee|below|penalty,student,internal:aspire-financial-education,2026-08-04
FIN-114,Banking,ATM,What is an ATM and how do I use one safely?,"An ATM lets you withdraw cash and check your balance using a card and a PIN. Cover the keypad when entering your PIN, be aware of who is nearby, take your card and receipt, and never let anyone help you at the machine.",atm|cash machine|pin|safety|withdraw,child,internal:aspire-financial-education,2026-08-04
FIN-115,Banking,PIN safety,How do I keep my PIN safe?,"Never write it down, never share it with anyone including family or bank staff, do not use an obvious number like your birth year, and change it if you think someone may have seen it. No legitimate bank will ever ask for your PIN.",pin|password|safety|never share|security,child,internal:aspire-financial-education,2026-08-04
FIN-116,Banking,Online banking,What is online banking?,"Online and mobile banking let you check balances, pay bills and transfer money from a phone or computer. Use a strong unique password, enable two-factor authentication, and never log in over public Wi-Fi you do not trust.",online banking|mobile banking|app|security|two factor,student,internal:aspire-financial-education,2026-08-04
FIN-117,Banking,Deposit protection,Is my money protected if a bank fails?,"The ECCU is establishing the Eastern Caribbean Deposit Insurance Corporation, with a proposed coverage limit of EC$50,000 per depositor. Member countries have been enacting the legislation, so treat it as being set up rather than already in force, and confirm the current status with your bank.",deposit insurance|protection|ecdic|bank failure|50000,general,https://www.eccb-centralbank.org/,2025-06-05
FIN-118,Banking,Bank safety,Is my money safe in a bank?,"Commercial banks here are licensed and supervised by the Eastern Caribbean Central Bank under the Banking Act, which sets capital and conduct requirements. That supervision, plus the deposit insurance scheme being established, makes a licensed bank far safer than cash at home.",safe|supervision|regulation|banking act|secure,parent,https://www.eccb-centralbank.org/,2026-08-04
FIN-119,Banking,Complaints,What do I do if I have a problem with my bank?,"Start with the bank's own complaints process and keep written records. If it is not resolved, you can escalate to the Eastern Caribbean Central Bank, which maintains a Code of Best Practice for licensed institutions covering disclosure and fair treatment.",complaint|dispute|escalate|code of best practice|resolve,parent,https://www.eccb-centralbank.org/,2026-08-04
FIN-120,Banking,Dormant account,What happens if I never use my account?,"Accounts with no activity for a long period can be classified as dormant, which may attract fees or restrict access until you reactivate them at a branch. Make at least one small transaction a year to keep an account active.",dormant|inactive|unused account|reactivate|fees,general,internal:aspire-financial-education,2026-08-04
FIN-121,Banking,Joint account,What is a joint account?,"A joint account is shared by two or more people who can all deposit and withdraw. It suits couples and parent-child arrangements, but everyone shares full access, so it requires real trust and clear agreement about how it will be used.",joint account|shared|couples|access|trust,parent,internal:aspire-financial-education,2026-08-04
FIN-122,Interest and Growth,What is interest,What is interest?,"Interest is the cost of using someone else's money. When you save, the bank pays you interest for using your money. When you borrow, you pay interest for using theirs.",interest|meaning|definition|cost of money|earn,child,internal:aspire-financial-education,2026-08-04
FIN-123,Interest and Growth,Simple interest,What is simple interest?,"Simple interest is calculated only on the original amount. EC$1,000 at 2 percent simple interest earns EC$20 every year, every year, forever. The base never grows.",simple interest|calculation|principal|formula|example,student,internal:aspire-financial-education,2026-08-20
FIN-124,Interest and Growth,Compound interest,What is compound interest?,"Compound interest is interest earned on your interest. Your EC$1,000 earns EC$50, so next year you earn interest on EC$1,050, then on EC$1,102.50, and so on. Each year the base is bigger, so the growth accelerates.",compound interest|interest on interest|growth|snowball|explain,student,internal:aspire-financial-education,2026-08-04
FIN-125,Interest and Growth,Compound simple,Can you explain compound interest simply?,"Imagine a snowball rolling downhill. It picks up snow, which makes it bigger, which means it picks up even more snow. Your money does the same thing when you leave the interest in the account instead of taking it out.",compound interest|snowball|simple explanation|children|analogy,child,internal:aspire-financial-education,2026-08-04
FIN-126,Interest and Growth,Compound example,Can you show me compound interest with real numbers?,"Save EC$50 a month from age 10 to age 18. Banks here credit interest twice a year, and the minimum rate set for the currency union is 2 percent. You deposit EC$4,800 and end up with about EC$5,229. Leave that untouched to age 40 without adding a cent and it grows to roughly EC$8,100. Time did that, not you.",compound example|numbers|calculation|growth|illustration,student,internal:aspire-financial-education,2026-08-20
FIN-127,Interest and Growth,Rule of 72,What is the rule of 72?,"Divide 72 by your interest rate to estimate how many years it takes money to double. At 2 percent, about 36 years. At 6 percent, about 12 years. It is a quick way to compare how hard your money is working.",rule of 72|doubling|estimate|calculate|shortcut,student,internal:aspire-financial-education,2026-08-04
FIN-128,Interest and Growth,Why start early,Why does starting early matter so much?,Because compounding rewards time more than amount. Someone saving EC$100 a month from age 15 will usually finish ahead of someone saving EC$200 a month starting at 35. The early years are the ones doing the heaviest lifting.,start early|time|compounding|age|advantage,student,internal:aspire-financial-education,2026-08-04
FIN-129,Interest and Growth,Compounding frequency,Does it matter how often interest is compounded?,"Yes, a little. Interest compounded monthly grows slightly faster than the same rate compounded annually, because you start earning on the interest sooner. Compare the effective annual rate, not just the headline rate.",compounding frequency|monthly|annually|effective rate|compare,student,internal:aspire-financial-education,2026-08-04
FIN-130,Interest and Growth,Interest rate,What does an interest rate of 2 percent mean?,"It means that for every EC$100 in the account, you earn EC$2 over a year. On EC$500, that is EC$10 a year. Small, but it is free money for doing nothing, and it grows as your balance grows.",interest rate|percent|calculate|example|earnings,child,https://www.eccb-centralbank.org/,2025-07-01
FIN-131,Interest and Growth,Compound against you,Can compound interest work against me?,"Yes, and this is the part people miss. Unpaid credit card balances compound too. The same force that builds your savings quietly multiplies your debt, which is why carrying a balance is so expensive.",compound debt|against you|credit card|danger|multiply,student,internal:aspire-financial-education,2026-08-04
FIN-132,Interest and Growth,Real return,What is a real return?,"A real return is your interest rate minus inflation. If you earn 2 percent and inflation is 3 percent, your real return is negative one percent, meaning your buying power fell even though your balance rose.",real return|inflation adjusted|buying power|negative|nominal,student,internal:aspire-financial-education,2026-08-04
FIN-133,Interest and Growth,Beating inflation,How do I make my money grow faster than inflation?,"Savings accounts protect your money but rarely beat inflation by much. Over long periods, investments like shares and bonds have historically done better. That is the trade: higher expected growth in exchange for accepting ups and downs.",beat inflation|growth|investing|returns|long term,student,internal:aspire-financial-education,2026-08-04
FIN-134,Interest and Growth,Teaching compounding,How do I teach compound interest to a young child?,"Use a doubling story rather than a formula. Offer them a choice: EC$100 today, or one cent that doubles every day for a month. Let them work out that the doubling cent ends up worth far more. The shock does the teaching.",teach compounding|doubling penny|activity|children|story,parent,internal:aspire-financial-education,2026-08-04
FIN-135,Earning and Work,Ways to earn,How can young people earn money?,"Through part-time or holiday work where legally permitted, small services like tutoring, lawn care, car washing, baking or crafts, and helping with a family business. Earning your own money changes how you value it.",earn money|jobs for teens|side hustle|part time|ways,student,internal:aspire-financial-education,2026-08-04
FIN-136,Earning and Work,Minimum wage,What is the minimum wage in Saint Kitts and Nevis?,"The national minimum wage is EC$12.50 per hour, which works out to EC$500 for a 40-hour week. It took effect on 1 July 2025, up from EC$10.75 per hour.",minimum wage|12.50|hourly|500 weekly|rate,student,https://www.gov.kn/,2025-07-01
FIN-137,Earning and Work,Minimum wage history,How has the minimum wage changed?,"It stayed at EC$9.00 per hour for several years, rose to EC$10.75 per hour on 1 January 2024, and rose again to EC$12.50 per hour on 1 July 2025.",minimum wage history|increase|changes|9.00|10.75,general,https://www.gov.kn/,2025-07-01
FIN-138,Earning and Work,Working age,How old do I have to be to work?,"Under the Employment of Women, Young Persons and Children Act, a child is defined as a person under 16, and compulsory schooling runs to age 16. Young workers also face limits on hours and night work. Check with the Ministry of Labour for the rules on your exact situation.",working age|minimum age|16|legal|young workers,student,https://www.gov.kn/,2026-08-04
FIN-139,Earning and Work,Gross vs net,Why is my pay less than what I was promised?,"Because gross pay is before deductions and net pay is what actually reaches you. Social Security contributions and any other authorised deductions come out first. Always budget using net pay, never gross.",gross pay|net pay|deductions|take home|difference,student,https://socialsecurity.kn/,2026-08-04
FIN-140,Earning and Work,Social Security,What is Social Security and why is it deducted from my pay?,"Social Security is the national contributory scheme that pays age pensions, sickness, maternity, invalidity, survivors and employment injury benefits. Employees contribute 5 percent of insurable earnings and employers contribute 6 percent.",social security|deduction|contributions|5 percent|benefits,student,https://socialsecurity.kn/,2026-08-04
FIN-141,Earning and Work,Insurable ceiling,Is there a limit on Social Security contributions?,"Yes. Contributions are calculated on insurable earnings up to a ceiling of EC$6,500 per month. Earnings above that are not charged the standard contribution.",insurable earnings|ceiling|6500|limit|contributions,general,https://socialsecurity.kn/,2026-08-04
FIN-142,Earning and Work,Social Security benefits,What do I actually get from Social Security?,"Contributions build entitlement to an age pension, invalidity and survivors benefits, sickness and maternity benefits, and employment injury cover. It is not a tax that disappears, it is a claim on future support you are building.",benefits|pension|sickness|maternity|entitlement,parent,https://socialsecurity.kn/,2026-08-04
FIN-143,Earning and Work,Social Security ages,Who has to contribute to Social Security?,Employed persons aged 16 to 62 contribute at the standard 5 percent employee rate. Those under 16 or over 62 who are working contribute at a reduced rate of 1 percent.,who contributes|age|16 to 62|reduced rate|rules,general,https://socialsecurity.kn/,2026-08-04
